temperature,apparent_temperature,precipitation,rain,cloud_cover,wind_speed,humidity,weather_code,time_slot,weather_clear,weather_cloudy,weather_fog,weather_drizzle,weather_rain,weather_snow,weather_thunder,is_precipitating,is_hot,is_humid
27.9,29.2,0.0,0.0,83,3.5,47,3,2015-08-21 15:00:00,0,1,0,0,0,0,0,0,0,0
28.4,29.8,0.0,0.0,82,1.8,44,3,2015-08-21 16:00:00,0,1,0,0,0,0,0,0,0,0
28.6,29.9,0.0,0.0,72,2.0,43,2,2015-08-21 17:00:00,0,1,0,0,0,0,0,0,0,0
28.6,29.6,0.0,0.0,47,3.4,43,1,2015-08-21 18:00:00,1,0,0,0,0,0,0,0,0,0
27.9,29.4,0.0,0.0,52,3.6,48,2,2015-08-21 19:00:00,0,1,0,0,0,0,0,0,0,0
26.3,28.4,0.0,0.0,56,5.9,61,2,2015-08-21 20:00:00,0,1,0,0,0,0,0,0,0,0
24.8,26.8,0.0,0.0,68,10.1,72,2,2015-08-21 21:00:00,0,1,0,0,0,0,0,0,0,0
24.3,26.2,0.0,0.0,84,12.8,76,3,2015-08-21 22:00:00,0,1,0,0,0,0,0,0,0,0
23.6,25.7,0.0,0.0,94,13.4,82,3,2015-08-21 23:00:00,0,1,0,0,0,0,0,0,0,1
22.8,24.8,0.0,0.0,97,13.2,85,3,2015-08-22 00:00:00,0,1,0,0,0,0,0,0,0,1
22.3,24.0,0.2,0.2,99,13.2,85,51,2015-08-22 01:00:00,0,0,0,1,0,0,0,1,0,1
22.3,23.3,0.0,0.0,100,14.2,79,3,2015-08-22 02:00:00,0,1,0,0,0,0,0,0,0,0
21.2,20.4,0.0,0.0,91,15.2,65,3,2015-08-22 03:00:00,0,1,0,0,0,0,0,0,0,0
20.7,19.7,0.0,0.0,79,15.5,66,2,2015-08-22 04:00:00,0,1,0,0,0,0,0,0,0,0
20.1,19.0,0.0,0.0,67,15.6,66,2,2015-08-22 05:00:00,0,1,0,0,0,0,0,0,0,0
19.7,18.6,0.0,0.0,32,14.4,66,1,2015-08-22 06:00:00,1,0,0,0,0,0,0,0,0,0
19.5,18.3,0.0,0.0,9,14.4,66,0,2015-08-22 07:00:00,1,0,0,0,0,0,0,0,0,0
20.4,18.8,0.0,0.0,21,15.5,59,1,2015-08-22 08:00:00,1,0,0,0,0,0,0,0,0,0
21.9,20.3,0.0,0.0,34,14.8,53,1,2015-08-22 09:00:00,1,0,0,0,0,0,0,0,0,0
23.7,22.4,0.0,0.0,64,13.0,48,2,2015-08-22 10:00:00,0,1,0,0,0,0,0,0,0,0
25.2,25.2,0.0,0.0,70,10.8,44,2,2015-08-22 11:00:00,0,1,0,0,0,0,0,0,0,0
26.5,27.7,0.0,0.0,64,7.9,41,2,2015-08-22 12:00:00,0,1,0,0,0,0,0,0,0,0
27.4,28.9,0.0,0.0,79,5.9,38,2,2015-08-22 13:00:00,0,1,0,0,0,0,0,0,0,0
28.1,29.6,0.0,0.0,81,4.7,35,3,2015-08-22 14:00:00,0,1,0,0,0,0,0,0,0,0
27.3,27.9,0.0,0.0,81,3.7,33,3,2015-08-22 15:00:00,0,1,0,0,0,0,0,0,0,0
27.6,27.5,0.0,0.0,83,3.7,32,3,2015-08-22 16:00:00,0,1,0,0,0,0,0,0,0,0
27.6,26.8,0.0,0.0,48,3.6,31,1,2015-08-22 17:00:00,1,0,0,0,0,0,0,0,0,0
27.5,26.0,0.0,0.0,7,8.0,31,0,2015-08-22 18:00:00,1,0,0,0,0,0,0,0,0,0
26.6,26.1,0.0,0.0,0,6.6,39,0,2015-08-22 19:00:00,1,0,0,0,0,0,0,0,0,0
25.6,25.3,0.0,0.0,0,6.0,42,0,2015-08-22 20:00:00,1,0,0,0,0,0,0,0,0,0
24.9,24.9,0.0,0.0,0,6.8,49,0,2015-08-22 21:00:00,1,0,0,0,0,0,0,0,0,0
24.0,23.8,0.0,0.0,0,9.7,53,0,2015-08-22 22:00:00,1,0,0,0,0,0,0,0,0,0
21.8,21.8,0.0,0.0,0,11.7,65,0,2015-08-22 23:00:00,1,0,0,0,0,0,0,0,0,0
20.3,20.1,0.0,0.0,2,11.9,70,0,2015-08-23 00:00:00,1,0,0,0,0,0,0,0,0,0
19.6,19.7,0.0,0.0,1,10.8,75,0,2015-08-23 01:00:00,1,0,0,0,0,0,0,0,0,0
19.1,19.6,0.0,0.0,5,9.7,81,0,2015-08-23 02:00:00,1,0,0,0,0,0,0,0,0,1
18.6,19.1,0.0,0.0,2,9.0,82,0,2015-08-23 03:00:00,1,0,0,0,0,0,0,0,0,1
18.4,19.1,0.0,0.0,6,9.1,86,0,2015-08-23 04:00:00,1,0,0,0,0,0,0,0,0,1
18.3,19.2,0.0,0.0,7,8.7,88,0,2015-08-23 05:00:00,1,0,0,0,0,0,0,0,0,1
18.3,19.4,0.0,0.0,20,8.5,90,1,2015-08-23 06:00:00,1,0,0,0,0,0,0,0,0,1
19.1,20.3,0.0,0.0,31,10.0,91,1,2015-08-23 07:00:00,1,0,0,0,0,0,0,0,0,1
21.3,22.8,0.0,0.0,60,10.5,83,2,2015-08-23 08:00:00,0,1,0,0,0,0,0,0,0,1
22.4,24.1,0.0,0.0,100,11.0,80,3,2015-08-23 09:00:00,0,1,0,0,0,0,0,0,0,1
23.6,25.5,0.1,0.1,92,9.7,75,51,2015-08-23 10:00:00,0,0,0,1,0,0,0,1,0,0
24.6,26.5,0.3,0.3,74,8.7,70,51,2015-08-23 11:00:00,0,0,0,1,0,0,0,1,0,0
25.5,27.7,0.2,0.2,70,6.8,65,51,2015-08-23 12:00:00,0,0,0,1,0,0,0,1,0,0
26.3,28.6,0.2,0.2,90,5.9,62,51,2015-08-23 13:00:00,0,0,0,1,0,0,0,1,0,0
27.0,29.8,0.3,0.3,100,5.2,59,51,2015-08-23 14:00:00,0,0,0,1,0,0,0,1,0,0
26.2,28.1,0.0,0.0,100,5.2,58,3,2015-08-23 15:00:00,0,1,0,0,0,0,0,0,0,0
26.6,28.5,0.0,0.0,100,4.3,57,3,2015-08-23 16:00:00,0,1,0,0,0,0,0,0,0,0
26.4,28.3,0.0,0.0,100,5.1,58,3,2015-08-23 17:00:00,0,1,0,0,0,0,0,0,0,0
26.0,28.3,0.0,0.0,100,3.8,61,3,2015-08-23 18:00:00,0,1,0,0,0,0,0,0,0,0
25.3,27.6,0.0,0.0,94,5.7,67,3,2015-08-23 19:00:00,0,1,0,0,0,0,0,0,0,0
24.1,26.9,0.0,0.0,26,5.4,75,1,2015-08-23 20:00:00,1,0,0,0,0,0,0,0,0,0
23.0,26.1,0.0,0.0,19,5.1,83,0,2015-08-23 21:00:00,1,0,0,0,0,0,0,0,0,1
22.1,25.5,0.0,0.0,16,4.3,89,0,2015-08-23 22:00:00,1,0,0,0,0,0,0,0,0,1
21.3,24.6,0.0,0.0,25,4.3,94,1,2015-08-23 23:00:00,1,0,0,0,0,0,0,0,0,1
20.8,24.1,0.0,0.0,26,3.1,94,1,2015-08-24 00:00:00,1,0,0,0,0,0,0,0,0,1
21.2,24.7,0.0,0.0,35,2.4,94,1,2015-08-24 01:00:00,1,0,0,0,0,0,0,0,0,1
21.7,25.3,0.0,0.0,15,3.1,93,0,2015-08-24 02:00:00,1,0,0,0,0,0,0,0,0,1
21.7,25.3,0.0,0.0,9,2.3,91,0,2015-08-24 03:00:00,1,0,0,0,0,0,0,0,0,1
21.5,25.0,0.0,0.0,20,3.3,92,1,2015-08-24 04:00:00,1,0,0,0,0,0,0,0,0,1
20.7,23.9,0.0,0.0,62,3.0,94,2,2015-08-24 05:00:00,0,1,0,0,0,0,0,0,0,1
20.5,23.6,0.0,0.0,67,3.7,94,2,2015-08-24 06:00:00,0,1,0,0,0,0,0,0,0,1
20.6,23.5,0.0,0.0,47,5.2,94,1,2015-08-24 07:00:00,1,0,0,0,0,0,0,0,0,1
21.9,25.2,0.0,0.0,45,3.3,87,1,2015-08-24 08:00:00,1,0,0,0,0,0,0,0,0,1
23.4,26.4,0.0,0.0,73,2.5,77,2,2015-08-24 09:00:00,0,1,0,0,0,0,0,0,0,0
24.9,27.5,0.0,0.0,87,1.5,66,3,2015-08-24 10:00:00,0,1,0,0,0,0,0,0,0,0
26.3,28.9,0.0,0.0,92,2.0,56,3,2015-08-24 11:00:00,0,1,0,0,0,0,0,0,0,0
27.5,30.6,0.0,0.0,80,3.9,50,3,2015-08-24 12:00:00,0,1,0,0,0,0,0,0,0,0
28.4,31.6,0.0,0.0,92,5.2,47,3,2015-08-24 13:00:00,0,1,0,0,0,0,0,0,0,0
29.1,32.2,0.0,0.0,68,5.8,46,2,2015-08-24 14:00:00,0,1,0,0,0,0,0,0,0,0
28.4,29.9,0.0,0.0,37,6.9,51,1,2015-08-24 15:00:00,1,0,0,0,0,0,0,0,0,0
28.4,29.7,0.0,0.0,56,9.4,51,2,2015-08-24 16:00:00,0,1,0,0,0,0,0,0,0,0
27.8,28.8,0.0,0.0,80,12.4,55,3,2015-08-24 17:00:00,0,1,0,0,0,0,0,0,0,0
26.6,27.9,0.0,0.0,55,12.0,60,2,2015-08-24 18:00:00,0,1,0,0,0,0,0,0,0,0
25.6,27.0,0.0,0.0,20,11.9,64,1,2015-08-24 19:00:00,1,0,0,0,0,0,0,0,0,0
24.5,26.1,0.0,0.0,27,11.9,71,1,2015-08-24 20:00:00,1,0,0,0,0,0,0,0,0,0
23.8,25.6,0.0,0.0,40,11.4,75,1,2015-08-24 21:00:00,1,0,0,0,0,0,0,0,0,0
23.6,25.4,0.0,0.0,63,11.1,77,2,2015-08-24 22:00:00,0,1,0,0,0,0,0,0,0,0
23.4,25.1,0.0,0.0,52,11.6,77,2,2015-08-24 23:00:00,0,1,0,0,0,0,0,0,0,0
23.0,25.0,0.0,0.0,37,9.7,78,1,2015-08-25 00:00:00,1,0,0,0,0,0,0,0,0,0
22.8,25.0,0.0,0.0,34,8.3,79,1,2015-08-25 01:00:00,1,0,0,0,0,0,0,0,0,0
22.5,24.7,0.0,0.0,41,8.3,81,1,2015-08-25 02:00:00,1,0,0,0,0,0,0,0,0,1
22.2,24.9,1.1,1.1,80,6.7,86,55,2015-08-25 03:00:00,0,0,0,1,0,0,0,1,0,1
21.5,24.3,0.8,0.8,98,6.8,91,53,2015-08-25 04:00:00,0,0,0,1,0,0,0,1,0,1
21.6,24.3,0.5,0.5,100,8.2,91,53,2015-08-25 05:00:00,0,0,0,1,0,0,0,1,0,1
21.7,24.7,0.7,0.7,77,6.9,91,53,2015-08-25 06:00:00,0,0,0,1,0,0,0,1,0,1
21.6,24.9,0.9,0.9,80,7.1,96,53,2015-08-25 07:00:00,0,0,0,1,0,0,0,1,0,1
22.3,25.7,0.7,0.7,80,6.1,92,53,2015-08-25 08:00:00,0,0,0,1,0,0,0,1,0,1
22.9,26.3,0.1,0.1,70,5.5,88,51,2015-08-25 09:00:00,0,0,0,1,0,0,0,1,0,1
23.9,27.6,0.0,0.0,39,3.3,83,1,2015-08-25 10:00:00,1,0,0,0,0,0,0,0,0,1
25.1,29.1,0.0,0.0,29,3.1,78,1,2015-08-25 11:00:00,1,0,0,0,0,0,0,0,0,0
26.6,30.7,0.1,0.1,42,6.3,70,51,2015-08-25 12:00:00,0,0,0,1,0,0,0,1,0,0
27.6,30.5,0.0,0.0,59,9.6,63,2,2015-08-25 13:00:00,0,1,0,0,0,0,0,0,0,0
28.5,30.5,0.0,0.0,56,11.2,55,2,2015-08-25 14:00:00,0,1,0,0,0,0,0,0,0,0
29.3,31.0,0.0,0.0,42,11.9,52,1,2015-08-25 15:00:00,1,0,0,0,0,0,0,0,0,0
29.1,30.5,0.0,0.0,30,11.7,53,1,2015-08-25 16:00:00,1,0,0,0,0,0,0,0,0,0
28.6,30.0,0.1,0.1,16,11.2,54,51,2015-08-25 17:00:00,0,0,0,1,0,0,0,1,0,0
28.1,29.9,0.0,0.0,77,8.3,55,2,2015-08-25 18:00:00,0,1,0,0,0,0,0,0,0,0
27.3,29.3,0.0,0.0,60,7.0,58,2,2015-08-25 19:00:00,0,1,0,0,0,0,0,0,0,0
26.0,27.7,0.0,0.0,68,9.0,63,2,2015-08-25 20:00:00,0,1,0,0,0,0,0,0,0,0
25.2,25.9,0.0,0.0,91,13.4,62,3,2015-08-25 21:00:00,0,1,0,0,0,0,0,0,0,0
25.0,24.7,0.0,0.0,100,14.6,56,3,2015-08-25 22:00:00,0,1,0,0,0,0,0,0,0,0
24.3,23.5,0.0,0.0,94,13.2,51,3,2015-08-25 23:00:00,0,1,0,0,0,0,0,0,0,0
23.5,22.4,0.0,0.0,65,12.1,50,2,2015-08-26 00:00:00,0,1,0,0,0,0,0,0,0,0
22.7,21.6,0.0,0.0,28,12.1,51,1,2015-08-26 01:00:00,1,0,0,0,0,0,0,0,0,0
21.9,20.8,0.0,0.0,10,12.2,54,0,2015-08-26 02:00:00,1,0,0,0,0,0,0,0,0,0
20.6,19.6,0.0,0.0,3,12.4,60,0,2015-08-26 03:00:00,1,0,0,0,0,0,0,0,0,0
19.8,18.9,0.0,0.0,1,12.2,63,0,2015-08-26 04:00:00,1,0,0,0,0,0,0,0,0,0
19.2,18.4,0.0,0.0,1,11.5,67,0,2015-08-26 05:00:00,1,0,0,0,0,0,0,0,0,0
18.5,19.0,0.0,0.0,4,5.0,73,0,2015-08-26 06:00:00,1,0,0,0,0,0,0,0,0,0
18.2,18.6,0.0,0.0,3,7.1,79,0,2015-08-26 07:00:00,1,0,0,0,0,0,0,0,0,0
20.3,20.5,0.0,0.0,2,8.4,69,0,2015-08-26 08:00:00,1,0,0,0,0,0,0,0,0,0
21.8,21.9,0.0,0.0,28,7.9,62,1,2015-08-26 09:00:00,1,0,0,0,0,0,0,0,0,0
23.4,23.2,0.0,0.0,37,8.9,54,1,2015-08-26 10:00:00,1,0,0,0,0,0,0,0,0,0
24.7,24.9,0.0,0.0,11,9.4,46,0,2015-08-26 11:00:00,1,0,0,0,0,0,0,0,0,0
25.9,26.4,0.0,0.0,17,10.9,42,0,2015-08-26 12:00:00,1,0,0,0,0,0,0,0,0,0
27.0,27.2,0.0,0.0,22,11.9,39,1,2015-08-26 13:00:00,1,0,0,0,0,0,0,0,0,0
27.6,27.0,0.0,0.0,52,14.1,36,2,2015-08-26 14:00:00,0,1,0,0,0,0,0,0,0,0
26.6,24.9,0.0,0.0,74,14.4,39,2,2015-08-26 15:00:00,0,1,0,0,0,0,0,0,0,0
26.5,24.9,0.0,0.0,100,13.4,39,3,2015-08-26 16:00:00,0,1,0,0,0,0,0,0,0,0
26.3,24.8,0.0,0.0,94,13.0,40,3,2015-08-26 17:00:00,0,1,0,0,0,0,0,0,0,0
25.8,25.1,0.0,0.0,91,8.0,41,3,2015-08-26 18:00:00,0,1,0,0,0,0,0,0,0,0
25.0,24.3,0.0,0.0,65,8.3,44,2,2015-08-26 19:00:00,0,1,0,0,0,0,0,0,0,0
24.0,23.3,0.0,0.0,54,8.7,47,2,2015-08-26 20:00:00,0,1,0,0,0,0,0,0,0,0
23.4,22.6,0.0,0.0,46,9.5,48,1,2015-08-26 21:00:00,1,0,0,0,0,0,0,0,0,0
22.7,21.8,0.0,0.0,35,10.8,52,1,2015-08-26 22:00:00,1,0,0,0,0,0,0,0,0,0
22.3,21.4,0.0,0.0,26,11.2,54,1,2015-08-26 23:00:00,1,0,0,0,0,0,0,0,0,0
21.7,21.0,0.0,0.0,17,10.8,57,0,2015-08-27 00:00:00,1,0,0,0,0,0,0,0,0,0
21.1,20.6,0.0,0.0,25,9.7,60,1,2015-08-27 01:00:00,1,0,0,0,0,0,0,0,0,0
20.6,20.1,0.0,0.0,23,10.0,62,1,2015-08-27 02:00:00,1,0,0,0,0,0,0,0,0,0
19.5,18.9,0.0,0.0,38,10.1,66,1,2015-08-27 03:00:00,1,0,0,0,0,0,0,0,0,0
19.2,18.7,0.0,0.0,42,10.2,68,1,2015-08-27 04:00:00,1,0,0,0,0,0,0,0,0,0
19.1,18.6,0.0,0.0,50,10.1,69,2,2015-08-27 05:00:00,0,1,0,0,0,0,0,0,0,0
19.0,18.7,0.0,0.0,69,9.2,70,2,2015-08-27 06:00:00,0,1,0,0,0,0,0,0,0,0
19.0,18.9,0.0,0.0,88,8.7,72,3,2015-08-27 07:00:00,0,1,0,0,0,0,0,0,0,0
20.0,19.5,0.0,0.0,97,10.2,65,3,2015-08-27 08:00:00,0,1,0,0,0,0,0,0,0,0
21.3,20.7,0.0,0.0,87,10.7,59,3,2015-08-27 09:00:00,0,1,0,0,0,0,0,0,0,0
22.6,21.9,0.0,0.0,19,10.5,54,0,2015-08-27 10:00:00,1,0,0,0,0,0,0,0,0,0
23.8,23.9,0.0,0.0,25,9.7,49,1,2015-08-27 11:00:00,1,0,0,0,0,0,0,0,0,0
25.2,25.4,0.0,0.0,100,11.0,43,3,2015-08-27 12:00:00,0,1,0,0,0,0,0,0,0,0
25.7,24.5,0.0,0.0,100,10.9,40,3,2015-08-27 13:00:00,0,1,0,0,0,0,0,0,0,0
26.1,24.6,0.0,0.0,100,11.5,38,3,2015-08-27 14:00:00,0,1,0,0,0,0,0,0,0,0
24.7,23.5,0.0,0.0,100,11.8,44,3,2015-08-27 15:00:00,0,1,0,0,0,0,0,0,0,0
24.8,23.6,0.0,0.0,100,11.5,44,3,2015-08-27 16:00:00,0,1,0,0,0,0,0,0,0,0
24.7,23.5,0.0,0.0,99,11.4,44,3,2015-08-27 17:00:00,0,1,0,0,0,0,0,0,0,0
24.4,23.1,0.0,0.0,96,12.0,45,3,2015-08-27 18:00:00,0,1,0,0,0,0,0,0,0,0
23.9,22.9,0.0,0.0,82,10.5,47,3,2015-08-27 19:00:00,0,1,0,0,0,0,0,0,0,0
23.1,22.6,0.0,0.0,54,9.2,51,2,2015-08-27 20:00:00,0,1,0,0,0,0,0,0,0,0
22.3,21.7,0.0,0.0,29,10.0,55,1,2015-08-27 21:00:00,1,0,0,0,0,0,0,0,0,0
21.6,21.1,0.0,0.0,26,9.2,57,1,2015-08-27 22:00:00,1,0,0,0,0,0,0,0,0,0
21.0,20.7,0.0,0.0,21,7.9,59,1,2015-08-27 23:00:00,1,0,0,0,0,0,0,0,0,0
20.3,20.4,0.0,0.0,17,6.1,64,0,2015-08-28 00:00:00,1,0,0,0,0,0,0,0,0,0
19.6,19.8,0.0,0.0,12,5.6,67,0,2015-08-28 01:00:00,1,0,0,0,0,0,0,0,0,0
19.0,19.1,0.0,0.0,22,6.9,70,1,2015-08-28 02:00:00,1,0,0,0,0,0,0,0,0,0
18.0,18.0,0.0,0.0,25,7.9,76,1,2015-08-28 03:00:00,1,0,0,0,0,0,0,0,0,0
17.6,17.4,0.0,0.0,26,9.0,78,1,2015-08-28 04:00:00,1,0,0,0,0,0,0,0,0,0
17.1,16.9,0.0,0.0,14,9.3,80,0,2015-08-28 05:00:00,1,0,0,0,0,0,0,0,0,1
16.8,17.2,0.0,0.0,70,5.7,83,2,2015-08-28 06:00:00,0,1,0,0,0,0,0,0,0,1
16.7,17.0,0.0,0.0,56,6.5,84,2,2015-08-28 07:00:00,0,1,0,0,0,0,0,0,0,1
18.7,18.9,0.0,0.0,38,6.3,72,1,2015-08-28 08:00:00,1,0,0,0,0,0,0,0,0,0
20.4,20.5,0.0,0.0,27,5.5,61,1,2015-08-28 09:00:00,1,0,0,0,0,0,0,0,0,0
21.8,21.6,0.0,0.0,32,5.2,53,1,2015-08-28 10:00:00,1,0,0,0,0,0,0,0,0,0
23.1,23.0,0.0,0.0,78,6.7,46,2,2015-08-28 11:00:00,0,1,0,0,0,0,0,0,0,0
24.2,24.5,0.0,0.0,98,8.0,41,3,2015-08-28 12:00:00,0,1,0,0,0,0,0,0,0,0
25.2,25.7,0.0,0.0,97,8.1,38,3,2015-08-28 13:00:00,0,1,0,0,0,0,0,0,0,0
26.0,26.6,0.0,0.0,91,8.1,36,3,2015-08-28 14:00:00,0,1,0,0,0,0,0,0,0,0
25.0,24.6,0.0,0.0,62,6.9,44,2,2015-08-28 15:00:00,0,1,0,0,0,0,0,0,0,0
25.4,25.0,0.0,0.0,66,6.2,42,2,2015-08-28 16:00:00,0,1,0,0,0,0,0,0,0,0
25.5,25.2,0.0,0.0,87,4.7,42,3,2015-08-28 17:00:00,0,1,0,0,0,0,0,0,0,0
25.4,24.8,0.0,0.0,79,7.4,42,2,2015-08-28 18:00:00,0,1,0,0,0,0,0,0,0,0
24.7,25.2,0.0,0.0,51,3.9,50,2,2015-08-28 19:00:00,0,1,0,0,0,0,0,0,0,0
23.5,24.5,0.0,0.0,22,3.6,58,1,2015-08-28 20:00:00,1,0,0,0,0,0,0,0,0,0
22.4,23.7,0.0,0.0,20,4.3,67,1,2015-08-28 21:00:00,1,0,0,0,0,0,0,0,0,0
21.6,23.3,0.0,0.0,10,3.7,73,0,2015-08-28 22:00:00,1,0,0,0,0,0,0,0,0,0
21.5,23.0,0.0,0.0,13,5.5,75,0,2015-08-28 23:00:00,1,0,0,0,0,0,0,0,0,0
20.7,22.6,0.0,0.0,4,4.9,80,0,2015-08-29 00:00:00,1,0,0,0,0,0,0,0,0,1
20.7,22.5,0.0,0.0,3,5.2,80,0,2015-08-29 01:00:00,1,0,0,0,0,0,0,0,0,1
21.0,22.8,0.0,0.0,0,5.2,80,0,2015-08-29 02:00:00,1,0,0,0,0,0,0,0,0,1
17.6,18.8,0.0,0.0,66,4.0,86,2,2015-08-29 03:00:00,0,1,0,0,0,0,0,0,0,1
17.7,18.8,0.0,0.0,79,4.7,85,2,2015-08-29 04:00:00,0,1,0,0,0,0,0,0,0,1
17.3,18.3,0.0,0.0,25,4.9,87,1,2015-08-29 05:00:00,1,0,0,0,0,0,0,0,0,1
16.7,18.0,0.0,0.0,7,2.9,90,0,2015-08-29 06:00:00,1,0,0,0,0,0,0,0,0,1
16.6,17.6,0.0,0.0,18,5.0,91,0,2015-08-29 07:00:00,1,0,0,0,0,0,0,0,0,1
19.5,20.8,0.0,0.0,31,5.2,80,1,2015-08-29 08:00:00,1,0,0,0,0,0,0,0,0,1
22.3,22.5,0.0,0.0,44,4.9,55,1,2015-08-29 09:00:00,1,0,0,0,0,0,0,0,0,0
23.9,23.5,0.0,0.0,38,6.2,47,1,2015-08-29 10:00:00,1,0,0,0,0,0,0,0,0,0
25.3,25.4,0.0,0.0,48,8.4,42,1,2015-08-29 11:00:00,1,0,0,0,0,0,0,0,0,0
26.6,27.2,0.0,0.0,100,9.4,40,3,2015-08-29 12:00:00,0,1,0,0,0,0,0,0,0,0
27.7,28.6,0.0,0.0,100,8.7,37,3,2015-08-29 13:00:00,0,1,0,0,0,0,0,0,0,0
28.7,29.6,0.0,0.0,100,7.2,34,3,2015-08-29 14:00:00,0,1,0,0,0,0,0,0,0,0
27.4,27.6,0.0,0.0,100,6.3,43,3,2015-08-29 15:00:00,0,1,0,0,0,0,0,0,0,0
27.2,27.5,0.0,0.0,100,7.0,44,3,2015-08-29 16:00:00,0,1,0,0,0,0,0,0,0,0
27.0,27.2,0.0,0.0,88,8.7,47,3,2015-08-29 17:00:00,0,1,0,0,0,0,0,0,0,0
26.4,26.8,0.0,0.0,90,9.0,50,3,2015-08-29 18:00:00,0,1,0,0,0,0,0,0,0,0
25.3,25.7,0.0,0.0,70,11.0,56,2,2015-08-29 19:00:00,0,1,0,0,0,0,0,0,0,0
24.0,24.5,0.0,0.0,91,12.0,63,3,2015-08-29 20:00:00,0,1,0,0,0,0,0,0,0,0
23.4,23.8,0.0,0.0,94,13.0,66,3,2015-08-29 21:00:00,0,1,0,0,0,0,0,0,0,0
23.2,23.5,0.0,0.0,89,13.7,67,3,2015-08-29 22:00:00,0,1,0,0,0,0,0,0,0,0
22.7,23.0,0.0,0.0,82,13.6,68,3,2015-08-29 23:00:00,0,1,0,0,0,0,0,0,0,0
22.4,22.6,0.0,0.0,98,13.6,70,3,2015-08-30 00:00:00,0,1,0,0,0,0,0,0,0,0
21.9,22.3,0.0,0.0,95,12.7,72,3,2015-08-30 01:00:00,0,1,0,0,0,0,0,0,0,0
21.4,21.9,0.0,0.0,86,11.8,74,3,2015-08-30 02:00:00,0,1,0,0,0,0,0,0,0,0
21.0,21.6,0.0,0.0,49,10.9,75,1,2015-08-30 03:00:00,1,0,0,0,0,0,0,0,0,0
20.4,21.3,0.0,0.0,16,10.2,79,0,2015-08-30 04:00:00,1,0,0,0,0,0,0,0,0,0
19.9,21.0,0.0,0.0,1,9.5,83,0,2015-08-30 05:00:00,1,0,0,0,0,0,0,0,0,1
19.4,21.0,0.0,0.0,1,6.6,87,0,2015-08-30 06:00:00,1,0,0,0,0,0,0,0,0,1
19.3,20.9,0.0,0.0,0,7.6,89,0,2015-08-30 07:00:00,1,0,0,0,0,0,0,0,0,1
21.2,23.0,0.0,0.0,2,7.0,81,0,2015-08-30 08:00:00,1,0,0,0,0,0,0,0,0,1
23.1,25.0,0.0,0.0,46,6.9,73,1,2015-08-30 09:00:00,1,0,0,0,0,0,0,0,0,0
25.1,27.4,0.0,0.0,68,4.7,65,2,2015-08-30 10:00:00,0,1,0,0,0,0,0,0,0,0
27.2,30.0,0.0,0.0,76,4.3,56,2,2015-08-30 11:00:00,0,1,0,0,0,0,0,0,0,0
28.9,31.5,0.0,0.0,95,5.4,47,3,2015-08-30 12:00:00,0,1,0,0,0,0,0,0,0,0
30.2,32.2,0.0,0.0,97,7.4,40,3,2015-08-30 13:00:00,0,1,0,0,0,0,0,0,1,0
30.7,31.5,0.0,0.0,100,9.5,37,3,2015-08-30 14:00:00,0,1,0,0,0,0,0,0,1,0
30.4,31.8,0.0,0.0,99,10.2,44,3,2015-08-30 15:00:00,0,1,0,0,0,0,0,0,1,0
30.0,30.7,0.0,0.0,100,11.1,45,3,2015-08-30 16:00:00,0,1,0,0,0,0,0,0,1,0
29.5,30.3,0.0,0.0,95,11.6,47,3,2015-08-30 17:00:00,0,1,0,0,0,0,0,0,0,0
29.0,30.9,0.0,0.0,80,5.4,50,3,2015-08-30 18:00:00,0,1,0,0,0,0,0,0,0,0
27.9,29.8,0.0,0.0,71,5.8,54,2,2015-08-30 19:00:00,0,1,0,0,0,0,0,0,0,0
26.6,28.5,0.0,0.0,93,6.5,59,3,2015-08-30 20:00:00,0,1,0,0,0,0,0,0,0,0
25.9,27.4,0.0,0.0,95,8.9,60,3,2015-08-30 21:00:00,0,1,0,0,0,0,0,0,0,0
25.5,26.6,0.0,0.0,100,10.5,61,3,2015-08-30 22:00:00,0,1,0,0,0,0,0,0,0,0
25.1,26.2,0.0,0.0,100,11.0,63,3,2015-08-30 23:00:00,0,1,0,0,0,0,0,0,0,0
24.6,25.6,0.0,0.0,100,12.3,65,3,2015-08-31 00:00:00,0,1,0,0,0,0,0,0,0,0
24.1,25.0,0.0,0.0,100,12.8,68,3,2015-08-31 01:00:00,0,1,0,0,0,0,0,0,0,0
23.5,24.5,0.0,0.0,100,12.1,70,3,2015-08-31 02:00:00,0,1,0,0,0,0,0,0,0,0
23.8,24.9,0.0,0.0,100,11.1,68,3,2015-08-31 03:00:00,0,1,0,0,0,0,0,0,0,0
23.4,24.7,0.0,0.0,100,10.1,70,3,2015-08-31 04:00:00,0,1,0,0,0,0,0,0,0,0
23.1,24.4,0.0,0.0,96,10.0,72,3,2015-08-31 05:00:00,0,1,0,0,0,0,0,0,0,0
22.7,24.5,0.0,0.0,98,7.3,74,3,2015-08-31 06:00:00,0,1,0,0,0,0,0,0,0,0
22.6,24.6,0.0,0.0,98,6.8,76,3,2015-08-31 07:00:00,0,1,0,0,0,0,0,0,0,0
23.4,25.5,0.0,0.0,91,7.0,73,3,2015-08-31 08:00:00,0,1,0,0,0,0,0,0,0,0
25.0,26.9,0.0,0.0,79,7.2,66,2,2015-08-31 09:00:00,0,1,0,0,0,0,0,0,0,0
