temperature,apparent_temperature,precipitation,rain,cloud_cover,wind_speed,humidity,weather_code,time_slot,weather_clear,weather_cloudy,weather_fog,weather_drizzle,weather_rain,weather_snow,weather_thunder,is_precipitating,is_hot,is_humid
26.7,28.5,0.0,0.0,93,7.6,59,3,2015-08-31 10:00:00,0,1,0,0,0,0,0,0,0,0
28.1,29.5,0.0,0.0,97,8.7,53,3,2015-08-31 11:00:00,0,1,0,0,0,0,0,0,0,0
27.9,29.2,0.0,0.0,99,10.2,54,3,2015-08-31 12:00:00,0,1,0,0,0,0,0,0,0,0
29.1,30.0,0.0,0.0,100,12.0,49,3,2015-08-31 13:00:00,0,1,0,0,0,0,0,0,0,0
30.2,30.9,0.0,0.0,99,14.1,45,3,2015-08-31 14:00:00,0,1,0,0,0,0,0,0,1,0
31.1,31.1,0.0,0.0,96,14.4,41,3,2015-08-31 15:00:00,0,1,0,0,0,0,0,0,1,0
31.5,31.3,0.0,0.0,91,14.1,39,3,2015-08-31 16:00:00,0,1,0,0,0,0,0,0,1,0
31.6,31.5,0.0,0.0,58,13.0,38,2,2015-08-31 17:00:00,0,1,0,0,0,0,0,0,1,0
31.3,31.8,0.0,0.0,37,9.2,39,1,2015-08-31 18:00:00,1,0,0,0,0,0,0,0,1,0
30.1,30.9,0.0,0.0,15,8.0,42,0,2015-08-31 19:00:00,1,0,0,0,0,0,0,0,1,0
28.0,29.1,0.0,0.0,5,7.9,49,0,2015-08-31 20:00:00,1,0,0,0,0,0,0,0,0,0
26.7,27.9,0.0,0.0,2,8.4,55,0,2015-08-31 21:00:00,1,0,0,0,0,0,0,0,0,0
25.6,26.9,0.0,0.0,6,9.7,61,0,2015-08-31 22:00:00,1,0,0,0,0,0,0,0,0,0
25.0,26.4,0.0,0.0,18,10.1,66,0,2015-08-31 23:00:00,1,0,0,0,0,0,0,0,0,0
