label,rmse,mae,pcc,nonzero_rmse,nonzero_mae,nonzero_pcc,within_1,within_2,pcc_y_ge_4
v1_geohash,2.6816341794294116,0.846582938222668,0.968947545004134,6.187917610197904,3.6597736089143265,0.96254241160597,0.28587962962962965,0.5127314814814815,0.959759118088025
v2_geohash,2.659430239671842,0.8340338642175322,0.969437822173386,6.159067488756517,3.6621939934535743,0.9628672929212052,0.25810185185185186,0.5254629629629629,0.960158310623785
v1_h3,1.0211005041515053,0.3938863022291062,0.7663076555710641,2.4685257894834014,1.815781841898983,0.5951021458338298,0.35429344151453684,0.6920216362407032,0.4938429275374526
v2_h3,0.9902038208490226,0.38109368116108044,0.769918259169758,2.4485771894900217,1.7858552661507892,0.6093201354593798,0.3762677484787018,0.7079107505070994,0.5091762708452522
v3_h3,1.0791572961758165,0.4603851900818243,0.7689612023307519,2.4572700177299356,1.8506119603767872,0.6041781775277937,0.33060686015831137,0.6817941952506597,0.5185562081816892
